,index,text
1644,1755,Real speech @SouthwestAir I ain't NEVER seen a $69 airfare.
1655,1766,Photoset: operationdenver: Mechanical diversion to SeaTac today. Had to get a few shots. of course. @united http://t.co/LO4LcpmnLS
1657,1768,@united - bad service again: open flight little earlier won't let me on without $75...2 flights in a row. fall flights: different airline
1658,1769,Attn @united TSA: if you hate your job so much. find a new one.
1661,1772,@AlaskaAir flight 2692 twice had to return to LAS on way to SLC today. Super annoying delay but service recovery commendable. #lessangry
1670,1782,@united it hasn't trained since noon! Flight was scheduled to leave at 540.
1672,1784,really gonna suk for you all when Cavs season starts. and people need flights to Cleveland. but you're no longer a hub @United
1677,1789,Love seeing the @AlaskaAir commercials during #SEAvsGB. My brand crush. Can't wait to fly Monday! #iflyalaska
1688,1800,Guy__ What if the new @SouthwestAir livery is Eurowhite? I__d be devastated. Not going to lie. I__d probably cry a little.
1691,1803,@VirginAmerica Why does your only flight from PDX leave at 7am. Whyyyyyyy.
1709,1822,@DeltaAssist Landed at Dulles tonight. ID may have been lost along the way (still looking).  Can I get trough TSA without it?
1718,1831,Way to go @AmericanAir ... Lost 4 car seats..
1720,1833,@JetBlue this is a long time coming but thank you for resolving my issue when I flew with you recently. Appreciate the quick turn around!
1724,1837,@united I'm waiting for your official confirmation about where's the baggage. File report correct is FCOUA15585 http://t.co/JGHTiXehJz
1743,1856,@JetBlue is it possible to speak with a manager? I have an important issue that I would like to discuss.
1752,1865,FREE #wifi on my @JetBlue flight. Good?  Or. bad?  I'm supposed to be off the grid but feel like I won the lottery!
1759,1873,Waiting until it's boarding time  @SouthwestAir
1760,1874,@united Surely not all of your fleet is in disrepair. Yet somehow both of my last 2 flights were delayed for mechanical problems. Endemic?
1761,1875,WSJ on point. No adequate space for laptop work on @united flight this week. and reclining only made it worse. http://t.co/ZTgOYLiUBY
1764,1878,@united I'll also be writing Jeff Smisek. because I believe the President/CEO should know the series of bad decisions that led to the loss.
1766,1880,Angry about the damage caused to my bag by @united ground staff at LFT this morning! Saw them drop it! http://t.co/Q5oRWMYy9u
1774,1888,@united needs to fix my stroller. which you broke.  See my tweets!
1785,1899,@AmericanAir have I missed the Q and A with one of you're pilots :-( ???
1791,1905,Here we go again @united  Another trip. another mechanical delay. Why can't you function like a real airline? #unfriendly
1805,1922,@AlaskaAir site down? I upgraded my browser. cleared cookies. restarted...still not working.
1806,1923,@AmericanAir #customerservicefail http://t.co/1cc1zzjA1g
1814,1931,If you're not following @JetBlue. you're missing out. Their Social Media Team rocks! Good work. guys! You're awesome! #lovemyB6family
1815,1932,@DeltaAssist 8CKQ43 Can't check in online. The flights look full. Should we be looking for alternate flights home? Don't want to get stuck!
1821,1938,Still waiting on my charges from @VirginAmerica to be released from limbo. I swear if these actually post I'm going to scream.
1823,1940,@AlaskaAir if the cramped crappy plastic chairs in coach is your new norm to Hawaii. I will most definitely be changing airlines. #cramped
1824,1941,@VirginAmerica Boston! I am flying there with you on the 24th!! Can't wait!! Upgrade in my future. perhaps??
1826,1943,@DeltaAssist no. I'll have to address via phone when I land. Faa regulations issue. Semantics. Praying item checked does not break.
1828,1945,Sigh. @united wants $2k for a family of 3 to travel to see family for Thanksgiving.Anytime that week. even starting Sun or Mon. #hateflying
1837,1954,@united why are there always delays when flying out of Chicago? Awaiting incoming plane. Waiting on crew. #frustrated  #bypassCHI
1847,1965,My #Virgin america flt from PHL to Sfo last night rocked! Best landing We will miss you @VirginAmerica come back to #PHL  soon!!
1849,1967,On a @united flight-- caught the briefing video and grabbed my own bad video! http://t.co/wph2AZDcfZ
1850,1968,@SouthwestAir  killing some time before the flight. #nofrills #southwestairlines http://t.co/8T9qgTFSoX
1853,1971,@DeltaAssist Oh Delta. mechanical issues on Tuesday delayed me 7 hours and now mechanical issues today had me miss my connection...*sigh*
1858,1976,@VirginAmerica Wait a minute - you don't know where you are?
1860,1979,Either @SouthwestAir boarding process makes people stupid. or only stupid people buy SWA. either way this reflects poorly on me.
1865,1984,@AmericanAir Now they can't find one of my vouchers I had to beg for. Will never fly with you again. GO SOUTHWEST!!!
1867,1986,@SouthwestAir poor taste considering one is flying unresponsive today.
1873,1992,@AmericanAir I was okay with the hour delay. But house-flies and no A/C in 1st class... come on...
1880,2000,@JetBlue please make sure you are early tomorrow !!! No delayed flights
1884,2004,With the implosion of Atlantic City. will @united cancel its direct service from IAH and ORD to there?
1901,2025,@SouthwestAir is having plane issues so we had to de board.....but it's still better than ghost airlines!!!!!
1902,2026,Day 4 on standby @AlaskaAir  still waiting to see a doctor... Thanks. #biggerplanes #stuckindutch
1906,2030,@AmericanAir you arrangement me another flight bog - Paris them from there to corea. but paris-corea  wasn't paid so I was trapped there.
1907,2031,@AlaskaAir disappointed the crossword puzzle in the Sept. issue is the exact one as the August issue! :/
1909,2033,Find My mother's luggage @AmericanAir   She is at Istanbul waiting to board a cruise and you lost it http://t.co/saAW8C6MIk
1913,2037,@DeltaAssist What was the reason for delay for DL392?
1924,2048,Switched my flight to @AmericanAir... Much better:)
1935,2059,@SouthwestAir Ill be flying with you guys in October PHX&gt;STL cant wait. I just hope my return flight isnt delayed 6hrs like last time!
1936,2060,Hey @AmericanAir. please tell me that this chunk missing from the wing of my airplane is somehow okay... http://t.co/9IwJQVU5zp
1941,2066,@JetBlue flight 0263 NYC --&gt; Seattle. No TV or power outlets :(
1943,2068,@united if you know there is a ground stop in Chicago why would you board delayed flight 3367. taxi out only to end up in the penalty box?
1944,2069,@DeltaAssist do I have recourse for a brand new golf bag that was damaged on my delta flight?
1949,2075,@united way to go. Rebook me bc I missed door close by 3 secs to a flight that then leaves 20 min for no reason. Thus I lost half a day n u?
1955,2081,@united why have us all board the plane to then go out and wait on the Tarmac?
1956,2082,@JetBlue why is 1237 out of boston delayed ?
1968,2094,Never flying @united again.  Third time in a row this has happened. Third time in a row I won't make my destination
1969,2095,"So excited to be back ""home"" at #JFK #T5! You can take the girl out of @JetBlue. but you can never take #JetBlue out of the girl! #wassup"
1972,2099,Rain has stopped. sun is peeking out. but still delayed....thanks @SouthwestAir lightening delay but all workers are walking around outside
1987,2115,"2 flights cancelled today and I'm waiting for the third ""shoe"" to drop. Time for a staring contest @united"
1988,2116,@AmericanAir Hi - any chance you can help my elderly mother - stuck in O'Hare due to you cancelled flight to DSM? Ground staff not helping:(
1999,2128,@SouthwestAir can you tell me what's going on with Flight 185 from LGA to MDW? Waiting for someone....
2002,2131,@united - Why do you bother allowing me to tell you I would like to fly in the evening if you're going to start with the 7:00am flight?
2003,2132,Thank you @VirginAmerica for a delightful flight to LA today! Can't wait for my return trip!
2005,2134,@VirginAmerica not sure what you can do now. Perhaps ask agents to use good judgement? Hope this is not an issue on return from SFO-AUS.
2017,2146,@DeltaAssist fight was delayed 4891. Missed connection 1289. Not my fault. what do we do?
2024,2153,Wait! If my boarding pass reflects a different time than I'm actually supposed to board can they pass me up? _ #justkidding @DeltaAssist
2031,2161,@SouthwestAir my ORF-BWI-TPA flight delayed 6 hours due to mechanical issues. stuck in BWI tonight. No voucher no meals? What? #southwest
2032,2162,@DeltaAssist I'm stuck on the plane as they are changing the tire
2049,2180,"Really AA?!? ""your bag is lost/we found it/come pick it up/oh yeah our office is closed. sorry. @AmericanAir I've never been so disappointed"
2057,2188,Ok. @united for every ten minutes my flight is delayed. I'm downing a mini bottle of wine. It doesn't have to end this way.
2071,2203,@AlaskaAir -planning my next trip to see the Northern Lights...via Alaska! Can't wait!
2074,2206,First time flying with @SouthwestAir and both my flights were delayed. Boooo _
2076,2208,@SouthwestAir if our plane is cleared for takeoff after this warning light went off I'm going to be very upset!!!
2086,2218,@AlaskaAir I've never had a worse experience in ~20 yrs of flying than the simplest of flights today from LAX. Never flying Alaska again!!
2087,2219,@AmericanAir no longer loyal. I'll spread my next few years of 150k - 200k miles around. unlike my last few.
2089,2221,@DeltaAssist hello! I have a small issue and need to see how much it would cost to take a later flight next Friday. Please DM me
2098,2230,All I know is @JetBlue would be compensating us somehow for all these delays. I will never cheat on them with another airline again.
2099,2231,@united Why did you cancel my flight tomorrow? Now missing a wedding rehearsal. UA4936
2102,2234,@AlaskaAir is there a way to switch to an earlier flight on the same day as my booked flight without a big $$ charge?
2106,2238,@AmericanAir Just landed on 343 from LGA to ORD. 2hr delay but pilots&amp;crew were total pros.We could tell pilots working hard for smooth ride
2107,2239,"Mechanic kicked us off my 100th flight this year... Bummer! @DeltaAssist 889 ""doesn't have a chance."" Glad I confirmed later!"
2108,2240,Not the plane..no bad weather..what's up @SouthwestAir #Ihatedelaysfornoapparentreason
2112,2244,The wifi on @AlaskaAir is sooooo bad.
2113,2245,@JetBlue flight 1011 brutal - will be 9 hrs of travel from Boston to Chicago.
2116,2248,@DeltaAssist stuck in Detroit. your pilots are too close on flight hrs for us to even taxi out. A lot of unhappy people.
2119,2251,My flight time today is insane and I haven't even left Raleigh. This is awful @united ! better communication is needed.
2120,2252,So many problems with @united #cantdeal
2123,2255,@SouthwestAir your flights are shit
2124,2256,@AmericanAir um you strand us because the crew didn't bother showing up then reservations just hung up on me mid conversation? Classy.
2125,2257,@AlaskaAir just emailed me the worst deal of all time... Lol  http://t.co/sdOjMluXxz
2130,2262,Shame on @SouthwestAir. fly my 84 yr old dad and 76 yr old mom to KY instead of Chicago. and tell them next flight to LAX is tomorrow? (1/2)
